"","name","pvalue","estimate","expression","BH"
"255","GO_METANEPHROS_DEVELOPMENT",0.0175282053821267,2.36168589328452,"UP",0.151639358189561
"256","GO_METANEPHROS_DEVELOPMENT",0.487486743945323,0.558784130093676,"Down",1
"257","GO_TEMPERATURE_HOMEOSTASIS",0.150528538977469,1.5763404021176,"UP",0.651123447669982
"258","GO_TEMPERATURE_HOMEOSTASIS",0.0721550188066378,1.71679846103664,"Down",0.422117243668091
"259","GO_FEVER_GENERATION",0.430375462624135,1.99220462958946,"UP",1
"260","GO_FEVER_GENERATION",0.430375462624135,1.99220462958946,"Down",1
"261","GO_CONDITIONED_TASTE_AVERSION",1,0,"UP",1
"262","GO_CONDITIONED_TASTE_AVERSION",1,0,"Down",1
"263","GO_AMEBOIDAL_TYPE_CELL_MIGRATION",2.51962512122866e-15,3.60510977645399,"UP",1.33900077871009e-13
"264","GO_AMEBOIDAL_TYPE_CELL_MIGRATION",0.65739981562794,0.879357649032681,"Down",1
"265","GO_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",0.623817940959096,0,"UP",1
"266","GO_REGULATION_OF_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",1,0.853283969876635,"Down",1
"267","GO_ACROSOME_ASSEMBLY",1,0,"UP",1
"268","GO_ACROSOME_ASSEMBLY",0.177667005637831,2.99058140632237,"Down",0.709756056463873
"269","GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.641316381983633,1.19595696204577,"UP",1
"270","GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.00423363897449448,2.67487955988244,"Down",0.0543073689142051
"271","GO_CELLULAR_GLUCOSE_HOMEOSTASIS",0.42402176592998,1.33049127416757,"UP",1
"272","GO_CELLULAR_GLUCOSE_HOMEOSTASIS",0.00954690481041111,2.21781595545205,"Down",0.104454370278616
"273","GO_TRNA_5_LEADER_REMOVAL",1,0,"UP",1
"274","GO_TRNA_5_LEADER_REMOVAL",1,0,"Down",1
"275","GO_HISTAMINE_METABOLIC_PROCESS",1,0,"UP",1
"276","GO_HISTAMINE_METABOLIC_PROCESS",1,0,"Down",1
"277","GO_GASTRIC_ACID_SECRETION",0.51501132166224,1.49392454884441,"UP",1
"278","GO_GASTRIC_ACID_SECRETION",0.51501132166224,1.49392454884441,"Down",1
"279","GO_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.0448869904511734,1.54436277748155,"UP",0.30922148977475
"280","GO_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.452382245203918,0.774848465551042,"Down",1
"281","GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.265567874256974,2.17451836955578,"UP",0.897285404192593
"282","GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND",1,0.995662653877729,"Down",1
"283","GO_FORMATION_OF_PRIMARY_GERM_LAYER",3.09687011664067e-07,4.24304666431681,"UP",9.60029736158608e-06
"284","GO_FORMATION_OF_PRIMARY_GERM_LAYER",0.683697343462705,0.7454717427415,"Down",1
"285","GO_ENDODERM_FORMATION",1.75070916452122e-07,6.98062452604902,"UP",5.92058008365358e-06
"286","GO_ENDODERM_FORMATION",0.768093022209954,0.611991038259732,"Down",1
"287","GO_CELL_FATE_SPECIFICATION",0.054242261782223,2.28583190055905,"UP",0.347898644534258
"288","GO_CELL_FATE_SPECIFICATION",0.278931795599752,1.63298367287654,"Down",0.902283721418328
"289","GO_CELL_FATE_DETERMINATION",0.426956348683928,1.70888903072019,"UP",1
"290","GO_CELL_FATE_DETERMINATION",0.109399813742301,2.39494822224242,"Down",0.541611292436061
"291","GO_MESODERMAL_CELL_FATE_COMMITMENT",0.265567874256974,2.17451836955578,"UP",0.897285404192593
"292","GO_MESODERMAL_CELL_FATE_COMMITMENT",0.265567874256974,2.17451836955578,"Down",0.897285404192593
"293","GO_ENDODERMAL_CELL_FATE_COMMITMENT",1,0,"UP",1
"294","GO_ENDODERMAL_CELL_FATE_COMMITMENT",0.177667005637831,2.99058140632237,"Down",0.709756056463873
"295","GO_ENDODERMAL_CELL_FATE_SPECIFICATION",1,0,"UP",1
"296","GO_ENDODERMAL_CELL_FATE_SPECIFICATION",0.382676204763151,2.39075924182506,"Down",1
"297","GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",1,0,"UP",1
"298","GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",1,0,"Down",1
"299","GO_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",1,0,"UP",1
"300","GO_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",1,0,"Down",1
"301","GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0252248589562376,2.05733338652659,"UP",0.208525500704898
"302","GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0464275480870507,0.273229407578218,"Down",0.314019052516052
"303","GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",1,0.568569572267912,"UP",1
"304","GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",1,0.568569572267912,"Down",1
"305","GO_NEURAL_CREST_CELL_MIGRATION",0.0010615039148357,4.16379913340556,"UP",0.0152339327334766
"306","GO_NEURAL_CREST_CELL_MIGRATION",1,0.72356317789726,"Down",1
"307","GO_SOMITOGENESIS",1,0.873867865323138,"UP",1
"308","GO_SOMITOGENESIS",1,0.873867865323138,"Down",1
"309","GO_SOMITE_SPECIFICATION",0.274974559349343,3.98538054739772,"UP",0.897285404192593
"310","GO_SOMITE_SPECIFICATION",1,0,"Down",1
"311","GO_ORGAN_INDUCTION",0.645324525123273,1.4944195676726,"UP",1
"312","GO_ORGAN_INDUCTION",0.392916982807171,0,"Down",1
"313","GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.000668660940203701,2.33998316813407,"UP",0.0108148639024251
"314","GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.429697197381611,0.710990534480373,"Down",1
"315","GO_NEURON_MIGRATION",8.79803409881261e-06,3.44137825352258,"UP",0.000192521687338723
"316","GO_NEURON_MIGRATION",0.119437030749351,0.387791298769667,"Down",0.568491192015579
"317","GO_MEMBRANE_RAFT_ASSEMBLY",0.00769167977174619,11.9756302279882,"UP",0.086706208336048
"318","GO_MEMBRANE_RAFT_ASSEMBLY",0.382676204763151,2.39075924182506,"Down",1
"319","GO_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.206609051609936,2.65810306604115,"UP",0.761147115552235
"320","GO_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",1,0,"Down",1
"321","GO_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.00136029234202373,8.56911475667554,"UP",0.0187418056012158
"322","GO_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.616989274755516,0,"Down",1
"323","GO_MYELOID_DENDRITIC_CELL_ACTIVATION",0.104113490691219,2.99257786927015,"UP",0.537919701904632
"324","GO_MYELOID_DENDRITIC_CELL_ACTIVATION",0.623817940959096,0,"Down",1
"325","GO_CELL_ACTIVATION",3.19034653204324e-19,2.57948607921025,"UP",2.37361781984017e-17
"326","GO_CELL_ACTIVATION",0.00106473723406019,0.61020979977296,"Down",0.0152339327334766
"327","GO_LEUKOCYTE_HOMEOSTASIS",0.00038475246161119,3.48336186109501,"UP",0.00650581435088012
"328","GO_LEUKOCYTE_HOMEOSTASIS",0.131123979874607,0.208836492325907,"Down",0.586879281646076
"329","GO_PLASMA_MEMBRANE_REPAIR",0.027105885007258,5.98692117344472,"UP",0.21007060880625
"330","GO_PLASMA_MEMBRANE_REPAIR",1,0,"Down",1
"331","GO_NATURAL_KILLER_CELL_DIFFERENTIATION",0.0143742844316331,5.32619701837385,"UP",0.133680845214188
"332","GO_NATURAL_KILLER_CELL_DIFFERENTIATION",0.617115109293418,0,"Down",1
"333","GO_NEUTROPHIL_HOMEOSTASIS",0.0143742844316331,5.32619701837385,"UP",0.133680845214188
"334","GO_NEUTROPHIL_HOMEOSTASIS",0.617115109293418,0,"Down",1
"335","GO_NEUTROPHIL_APOPTOTIC_PROCESS",0.382676204763151,2.39075924182506,"UP",1
"336","GO_NEUTROPHIL_APOPTOTIC_PROCESS",1,0,"Down",1
"337","GO_B_CELL_HOMEOSTASIS",0.0848928546515205,2.66143149624047,"UP",0.471345401945756
"338","GO_B_CELL_HOMEOSTASIS",1,0.568569572267912,"Down",1
"339","GO_B_CELL_APOPTOTIC_PROCESS",1,0.62846071954955,"UP",1
"340","GO_B_CELL_APOPTOTIC_PROCESS",1,0.62846071954955,"Down",1
"341","GO_NATURAL_KILLER_CELL_PROLIFERATION",1,0,"UP",1
"342","GO_NATURAL_KILLER_CELL_PROLIFERATION",1,0,"Down",1
"343","GO_CYTOKINE_PRODUCTION",1.39514290397931e-20,3.39046586174857,"UP",1.29748290070076e-18
"344","GO_CYTOKINE_PRODUCTION",0.0958652174359462,0.713996243958729,"Down",0.505504290509535
"345","GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",7.98537068592977e-11,3.93359948649504,"UP",3.30061988351764e-09
"346","GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.881401062459682,1.0501506742884,"Down",1
"347","GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION",3.54180828018547e-10,2.97373617672029,"UP",1.31755268022899e-08
"348","GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0.0164942920669558,0.484760006952141,"Down",0.146092301164466
"349","GO_SEROTONIN_SECRETION",0.274974559349343,3.98538054739772,"UP",0.897285404192593
"350","GO_SEROTONIN_SECRETION",1,0,"Down",1
"351","GO_HISTAMINE_SECRETION",1,0,"UP",1
"352","GO_HISTAMINE_SECRETION",0.474392504381021,1.70746965231238,"Down",1
"353","GO_MESONEPHROS_DEVELOPMENT",0.13252112811363,1.73888587513577,"UP",0.586879281646076
"354","GO_MESONEPHROS_DEVELOPMENT",0.285679932396965,0.470061762964079,"Down",0.916145990100612
"355","GO_BLASTOCYST_DEVELOPMENT",1,0.93684821074895,"UP",1
"356","GO_BLASTOCYST_DEVELOPMENT",0.613259000750393,1.19576001397016,"Down",1
"357","GO_BLASTOCYST_FORMATION",1,0.519044670963331,"UP",1
"358","GO_BLASTOCYST_FORMATION",0.426956348683928,1.70888903072019,"Down",1
"359","GO_INNER_CELL_MASS_CELL_DIFFERENTIATION",1,0,"UP",1
"360","GO_INNER_CELL_MASS_CELL_DIFFERENTIATION",0.274974559349343,3.98538054739772,"Down",0.897285404192593
"361","GO_TROPHECTODERMAL_CELL_DIFFERENTIATION",0.51501132166224,1.49392454884441,"UP",1
"362","GO_TROPHECTODERMAL_CELL_DIFFERENTIATION",0.51501132166224,1.49392454884441,"Down",1
"363","GO_BLASTOCYST_GROWTH",0.55249402344273,1.32784926330267,"UP",1
"364","GO_BLASTOCYST_GROWTH",0.55249402344273,1.32784926330267,"Down",1
"365","GO_INNER_CELL_MASS_CELL_PROLIFERATION",1,0,"UP",1
"366","GO_INNER_CELL_MASS_CELL_PROLIFERATION",1,0,"Down",1
"367","GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",1,0.895790194130465,"UP",1
"368","GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",0.571816940479093,1.22631894956621,"Down",1
"369","GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",7.62706353155063e-06,3.2465945189856,"UP",0.000177329227108552
"370","GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",1,0.945946274645982,"Down",1
"371","GO_NEURAL_PLATE_MORPHOGENESIS",1,0,"UP",1
"372","GO_NEURAL_PLATE_MORPHOGENESIS",1,0,"Down",1
